16351,0,0,5,0,"Bill","Raboin","",28,"2006-8-17",56194,206,0,209,195,1,1,0,0,0,0,0,-1,10,8,0,1,1,105,94,191,98,119,85,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,4,2,0,2026,7,0,16,206,0,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0,0,0,0,0,0,0,0,1,0
16352,0,0,7,0,"Matt","Fedigan","",28,"2006-10-21",75453,206,0,195,185,0,1,107,316,0,316,0,-1,34,12,0,2,2,135,92,95,174,116,83,"","",0,0,0,0,0,0,0,0,278,48,39,32,75,0,0,0,0,0,0,0,0,164,34,7,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0,0,0,0,0,0,0,0,6,0
16353,0,0,1,12,"Dustin","Hansen","",27,"2007-4-17",75442,206,0,163,180,0,1,108,336,0,336,0,-1,14,12,0,1,1,36,198,34,163,73,103,"","",0,0,0,0,0,0,0,0,0,2,4,1,1,0,0,0,0,0,0,0,0,3,1,56,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0,0,0,0,0,0,0,0,4,0
16355,0,0,1,11,"Jeff","Lindenbaum","",28,"2006-9-14",22173,206,0,192,191,1,1,105,179,0,26,0,-1,60,9,0,2,2,26,166,26,138,142,76,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,9,1,2029,15,0,11,443,0,0,100,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0,0,0,0,0,0,0,0,4,0
16356,4,-100,8,0,"David","Velazquez","",18,"2016-12-11",91201,210,0,182,188,0,0,100,0,4,0,1,-1,30,1,0,2,2,78,191,35,6,71,78,"","",0,0,0,0,0,0,0,0,0,22,53,13,1,0,0,0,0,0,0,0,0,159,167,123,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0,0,0,0,150,0,0,0,6,0
16357,0,0,7,0,"Bryce","Moore","",27,"2007-4-2",20315,206,0,207,185,0,1,108,343,0,343,0,-1,83,12,0,3,2,87,82,52,89,191,3,"","",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,91,171,118,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0,0,0,0,0,0,0,0,6,0
16358,0,0,1,12,"Shane","Alexander","Blade",27,"2007-5-15",33856,206,0,220,199,0,1,108,343,0,343,0,-1,29,12,0,1,1,104,152,78,82,104,99,"","",0,0,0,0,0,0,0,0,177,60,41,72,57,0,0,0,0,0,0,0,0,4,11,19,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0,0,0,0,0,0,0,0,4,0
16359,10,-100,6,0,"Nino","Lollobrigida","",17,"2017-12-11",47987,210,95,175,186,0,0,100,0,10,0,1,9,51,0,0,1,1,69,125,152,123,76,76,"","",0,0,0,0,0,0,0,0,0,33,44,4,51,0,0,0,0,0,0,0,0,87,60,65,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0,0,0,0,150,0,0,0,6,0
16360,0,0,1,12,"Sincere","Hart","",28,"2006-7-27",76566,206,0,197,195,1,1,105,155,0,25,39,0,23,9,0,2,1,112,119,3,28,94,61,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,71,74,1,2029,8,0,14,236,0,0,100,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0,0,0,0,0,0,0,0,4,0
16361,0,0,2,12,"Morgan","Saurman","",28,"2006-7-25",28955,206,0,207,188,0,1,107,303,0,303,0,-1,24,12,0,1,1,50,99,36,63,21,72,"","",0,0,0,0,0,0,0,0,209,3,2,3,5,0,0,0,0,0,0,0,0,51,47,8,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,'',0,0,0,0,0,0,0,0,0,6,0
